id,title,loc,spec,badge,rating,pics,cache,slug,path
11791100,Suzuki Wagon R 2012,Islamabad,"2012 115,000 km Petrol 660 cc Automatic",,,10,3,suzuki-wagon-r-fx-idling-stop-2012-148256190,/used-cars/suzuki-wagon-r-2012-for-sale-in-islamabad-11791100
11791068,Honda N Box 2013,Rawalpindi,"2013 88,000 km Petrol 660 cc Automatic",,,9,2,honda-n-box-custom-2013-148255791,/used-cars/honda-n-box-2013-for-sale-in-rawalpindi-11791068
11571929,Daihatsu Move 2014,Islamabad,"2014 81,000 km Petrol 660 cc Automatic",,,11,3,daihatsu-move-custom-x-limited-2014-144926198,/used-cars/daihatsu-move-2014-for-sale-in-islamabad-11571929
11731526,Nissan Dayz 2015,Islamabad,"2015 67,000 km Petrol 660 cc Automatic",,,10,4,nissan-dayz-highway-star-3-2015-147341805,/used-cars/nissan-dayz-2015-for-sale-in-islamabad-11731526
11791036,Mazda Flair 2016,Islamabad,"2016 150,000 km Petrol 660 cc Automatic",,,8,1,mazda-flair-wagon-2016-148255358,/used-cars/mazda-flair-wagon-2016-for-sale-in-islamabad-11791036
11707708,Suzuki Wagon R 2014,Islamabad,"2014 140,000 km Petrol 660 cc Automatic",,,15,2,suzuki-wagon-r-t-4-2014-146976258,/used-cars/suzuki-wagon-r-2014-for-sale-in-islamabad-11707708
11791028,Subaru Pleo 2018,Rawalpindi,"2018 48,500 km Petrol 660 cc Automatic",,,10,2,subaru-pleo-plus-2018-148255152,/used-cars/subaru-pleo-plus-2018-for-sale-in-rawalpindi-11791028
11635941,Suzuki Alto 2011,Rawalpindi,"2011 127,000 km Petrol 660 cc Automatic",,,15,2,suzuki-alto-f-2-2011-145893779,/used-cars/suzuki-alto-2011-for-sale-in-rawalpindi-11635941
11790720,Suzuki Alto 2022,Rawalpindi,"2022 55,000 km Petrol 660 cc Manual",,,20,1,suzuki-alto-vxr-2-2022-148250179,/used-cars/suzuki-alto-2022-for-sale-in-rawalpindi-11790720
11790764,Suzuki Alto 2019,Rawalpindi,"2019 155,993 km Petrol 660 cc Automatic",,,7,4,suzuki-alto-vxl-2-2019-148251220,/used-cars/suzuki-alto-2019-for-sale-in-rawalpindi-11790764
11790802,Suzuki Alto 2015,Rawalpindi,"2015 200,000 km Petrol 660 cc Automatic",,,5,2,suzuki-alto-works-edition-2015-148251922,/used-cars/suzuki-alto-2015-for-sale-in-rawalpindi-11790802
11790742,Suzuki Alto 2025,Islamabad,2025 700 km Petrol 660 cc Manual,,,7,2,suzuki-alto-vxr-upgraded-2025-148250809,/used-cars/suzuki-alto-2025-for-sale-in-islamabad-11790742
11671183,Suzuki Alto 2013,Islamabad,"2013 100,000 km Petrol 660 cc Automatic",,,18,1,suzuki-alto-eco-l-2013-148249070,/used-cars/suzuki-alto-2013-for-sale-in-islamabad-11671183
11634740,Suzuki Alto 2013,Islamabad,"2013 82,000 km Petrol 660 cc Automatic",,,14,2,suzuki-alto-eco-s-2013-147130742,/used-cars/suzuki-alto-2013-for-sale-in-islamabad-11634740
11790680,Suzuki Alto 2021,Rawalpindi,"2021 122,535 km Petrol 660 cc Manual",,,7,4,suzuki-alto-vx-14-2021-148249232,/used-cars/suzuki-alto-2021-for-sale-in-rawalpindi-11790680
11790707,Suzuki Alto 2011,Islamabad,"2011 106,000 km Petrol 660 cc Automatic",,,18,2,suzuki-alto-e-2011-148250009,/used-cars/suzuki-alto-2011-for-sale-in-islamabad-11790707
11787475,Suzuki Alto 2022,Islamabad,"2022 121,260 km Petrol 660 cc Manual",M,9.1,14,4,suzuki-alto-vxr-2-2022-148203008,/used-cars/suzuki-alto-2022-for-sale-in-islamabad-11787475
11790551,Suzuki Alto 2022,Rawalpindi,"2022 87,000 km Petrol 660 cc Manual",,,11,3,suzuki-alto-vxr-2-2022-148247433,/used-cars/suzuki-alto-2022-for-sale-in-rawalpindi-11790551
11790102,Suzuki Alto 2022,Rawalpindi,"2022 69,168 km Petrol 660 cc Manual",,,12,2,suzuki-alto-2022-148241421,/used-cars/suzuki-alto-2022-for-sale-in-rawalpindi-11790102
11790118,Daihatsu Mira 2014,Rawalpindi,"2014 100,000 km Petrol 660 cc Automatic",,,16,1,daihatsu-mira-x-limited-smart-drive-package-2014-148241656,/used-cars/daihatsu-mira-2014-for-sale-in-rawalpindi-11790118
11789958,Suzuki Alto 2012,Islamabad,"2012 230,000 km Petrol 660 cc Automatic",,,19,2,suzuki-alto-e-2012-148237840,/used-cars/suzuki-alto-2012-for-sale-in-islamabad-11789958
11789913,Mazda Carol 2010,Rawalpindi,"2010 150,000 km Petrol 660 cc Automatic",,,21,4,mazda-carol-gl-6-2010-148238840,/used-cars/mazda-carol-2010-for-sale-in-rawalpindi-11789913
11789584,Mitsubishi EK Wagon 2013,Islamabad,"2013 165,000 km Petrol 660 cc Automatic",,,25,3,mitsubishi-ek-wagon-g-safety-package-2013-148234025,/used-cars/mitsubishi-ek-wagon-2013-for-sale-in-islamabad-11789584
11789617,Nissan Dayz 2015,Rawalpindi,"2015 200,000 km Petrol 660 cc Automatic",,,19,4,nissan-dayz-highway-star-3-2015-148234477,/used-cars/nissan-dayz-2015-for-sale-in-rawalpindi-11789617
11789628,Nissan Dayz 2015,Islamabad,"2015 100,000 km Petrol 660 cc Automatic",,,5,3,nissan-dayz-highway-star-3-2015-148234726,/used-cars/nissan-dayz-2015-for-sale-in-islamabad-11789628
11789678,Suzuki Alto 2024,Islamabad,"2024 57,000 km Petrol 660 cc Manual",,,8,4,suzuki-alto-vx-14-2024-148235504,/used-cars/suzuki-alto-2024-for-sale-in-islamabad-11789678
11789490,Suzuki Alto 2013,Islamabad,"2013 97,300 km Petrol 660 cc Automatic",,,19,1,suzuki-alto-eco-l-2013-148232706,/used-cars/suzuki-alto-2013-for-sale-in-islamabad-11789490
11789397,Suzuki Alto 2015,Islamabad,"2015 121,212 km Petrol 660 cc Automatic",,,14,,,/used-cars/suzuki-alto-2015-for-sale-in-islamabad-11789397
11278373,Suzuki Every 2025,Islamabad,2025 550 km Petrol 660 cc Manual,,,16,3,suzuki-every-vx-2-2025-145306679,/used-cars/suzuki-every-2025-for-sale-in-islamabad-11278373
11766760,Suzuki Alto 2016,Islamabad,"2016 100,000 km Petrol 660 cc Automatic",,,16,1,suzuki-alto-works-edition-2016-147887801,/used-cars/suzuki-alto-2016-for-sale-in-islamabad-11766760
11788826,Suzuki Alto 2022,Islamabad,"2022 42,000 km Petrol 660 cc Automatic",,,13,1,suzuki-alto-vxl-2-2022-148223151,/used-cars/suzuki-alto-2022-for-sale-in-islamabad-11788826
11788876,Daihatsu Mira 2013,Islamabad,"2013 65,000 km Petrol 660 cc Automatic",,,4,4,daihatsu-mira-2013-148223871,/used-cars/daihatsu-mira-2013-for-sale-in-islamabad-11788876
11788874,Mazda Flair 2016,Islamabad,"2016 96,000 km Petrol 660 cc Automatic",,,6,1,mazda-flair-xg-4-2016-148223835,/used-cars/mazda-flair-2016-for-sale-in-islamabad-11788874
11789054,Nissan Dayz 2014,Islamabad,"2014 71,000 km Petrol 660 cc Automatic",,,10,2,nissan-dayz-highway-star-3-2014-148226490,/used-cars/nissan-dayz-2014-for-sale-in-islamabad-11789054
11691240,Suzuki Alto 2016,Islamabad,"2016 97,000 km Petrol 660 cc Automatic",,,12,3,suzuki-alto-works-edition-2016-147647348,/used-cars/suzuki-alto-2016-for-sale-in-islamabad-11691240
11765135,Daihatsu Mira 2010,Islamabad,"2010 171,425 km Petrol 660 cc Automatic",M,5.1,14,2,daihatsu-mira-l-4-2010-147869967,/used-cars/daihatsu-mira-2010-for-sale-in-islamabad-11765135
11788805,Suzuki Alto 2013,Islamabad,"2013 91,381 km Petrol 660 cc Automatic",,,7,2,suzuki-alto-f-2-2013-148222565,/used-cars/suzuki-alto-2013-for-sale-in-islamabad-11788805
11788752,Suzuki Alto 2020,Islamabad,"2020 72,000 km Petrol 660 cc Automatic",,,10,3,suzuki-alto-vxl-2-2020-148221960,/used-cars/suzuki-alto-2020-for-sale-in-islamabad-11788752
11788681,Suzuki Alto 2023,Islamabad,"2023 70,000 km Petrol 660 cc Manual",,,10,3,suzuki-alto-vxr-2-2023-148220934,/used-cars/suzuki-alto-2023-for-sale-in-islamabad-11788681
11788412,Daihatsu Mira 2013,Rawalpindi,"2013 110,000 km Petrol 660 cc Automatic",,,17,3,daihatsu-mira-2013-148216608,/used-cars/daihatsu-mira-2013-for-sale-in-rawalpindi-11788412
11568552,Suzuki Alto 2011,Rawalpindi,"2011 210,131 km Petrol 660 cc Automatic",M,6,14,1,suzuki-alto-eco-l-2011-144876462,/used-cars/suzuki-alto-2011-for-sale-in-rawalpindi-11568552
11786597,Daihatsu Move Conte 2010,Rawalpindi,"2010 228,000 km Petrol 660 cc Automatic",,,11,,,/used-cars/daihatsu-move-conte-2010-for-sale-in-rawalpindi-11786597
11786685,Mitsubishi EK Wagon 2012,Rawalpindi,"2012 115,000 km Petrol 660 cc Automatic",,,7,2,mitsubishi-ek-wagon-g-3-2012-148190844,/used-cars/mitsubishi-ek-wagon-2012-for-sale-in-rawalpindi-11786685
11787983,Daihatsu Mira ES 2013,Rawalpindi,"2013 85,000 km Petrol 660 cc Automatic",,,9,4,daihatsu-mira-es-2013-148209913,/used-cars/daihatsu-mira-2013-for-sale-in-rawalpindi-11787983
11664393,Daihatsu Mira ES 2014,Islamabad,"2014 95,500 km Petrol 660 cc Automatic",,,8,3,daihatsu-mira-es-2014-146310360,/used-cars/daihatsu-mira-2014-for-sale-in-islamabad-11664393
11787948,Suzuki Wagon R 2012,Islamabad,"2012 114,000 km Petrol 660 cc Automatic",,,16,1,suzuki-wagon-r-x-14-2012-148209561,/used-cars/suzuki-wagon-r-2012-for-sale-in-islamabad-11787948
11146863,Mitsubishi EK Custom 2014,Islamabad,"2014 112,000 km Petrol 660 cc Automatic",,,13,1,mitsubishi-ek-custom-g-50-2014-138260394,/used-cars/mitsubishi-ek-custom-2014-for-sale-in-islamabad-11146863
11786663,Suzuki Alto 2014,Rawalpindi,"2014 100,000 km Petrol 660 cc Automatic",,,25,1,suzuki-alto-eco-s-2014-148190446,/used-cars/suzuki-alto-2014-for-sale-in-rawalpindi-11786663
11777896,Suzuki Alto 2021,Islamabad,"2021 95,000 km Petrol 660 cc Manual",,,16,4,suzuki-alto-2021-148057224,/used-cars/suzuki-alto-2021-for-sale-in-islamabad-11777896
11444124,Suzuki Alto 2019,Rawalpindi,"2019 77,000 km Petrol 660 cc Automatic",,,5,4,suzuki-alto-2019-142958797,/used-cars/suzuki-alto-2019-for-sale-in-rawalpindi-11444124
11653211,Daihatsu Move 2014,Islamabad,"2014 88,000 km Petrol 660 cc Automatic",,,20,4,daihatsu-move-x-limited-2014-148176835,/used-cars/daihatsu-move-2014-for-sale-in-islamabad-11653211
11758396,Suzuki Alto 2016,Rawalpindi,"2016 122,000 km Petrol 660 cc Manual",,,17,2,suzuki-alto-2016-147756884,/used-cars/suzuki-alto-2016-for-sale-in-rawalpindi-11758396
11786696,Nissan Moco 2013,Rawalpindi,"2013 110,000 km Petrol 660 cc Automatic",,,12,4,nissan-moco-x-18-2013-148191001,/used-cars/nissan-moco-2013-for-sale-in-rawalpindi-11786696
11788168,Daihatsu Move 2016,Islamabad,"2016 120,000 km Petrol 660 cc Automatic",,,10,1,daihatsu-move-custom-x-2016-148211628,/used-cars/daihatsu-move-2016-for-sale-in-islamabad-11788168
11743376,Suzuki Wagon R 2014,Islamabad,"2014 84,000 km Petrol 660 cc Automatic",,,10,2,suzuki-wagon-r-fx-limited-2014-147523638,/used-cars/suzuki-wagon-r-2014-for-sale-in-islamabad-11743376
11787452,Toyota Pixis 2012,Islamabad,"2012 200,000 km Petrol 660 cc Automatic",,,17,4,toyota-pixis-x-38-2012-148202430,/used-cars/toyota-pixis-epoch-2012-for-sale-in-islamabad-11787452
11661756,Mitsubishi EK Wagon 2014,Rawalpindi,"2014 94,000 km Petrol 660 cc Automatic",,,13,4,mitsubishi-ek-wagon-2014-146714926,/used-cars/mitsubishi-ek-wagon-2014-for-sale-in-rawalpindi-11661756
11788159,Suzuki Alto 2022,Islamabad,"2022 44,546 km Petrol 660 cc Manual",,,13,2,suzuki-alto-vxr-2-2022-148212847,/used-cars/suzuki-alto-2022-for-sale-in-islamabad-11788159
11567771,Suzuki Every 2025,Islamabad,"2025 8,357 km Petrol 660 cc Manual",M,9.4,15,1,suzuki-every-vx-2-2025-144864267,/used-cars/suzuki-every-2025-for-sale-in-islamabad-11567771
11784725,Daihatsu Mira ES 2016,Rawalpindi,"2016 78,000 km Petrol 660 cc Automatic",,,13,1,daihatsu-mira-es-2016-148161906,/used-cars/daihatsu-mira-2016-for-sale-in-rawalpindi-11784725
11635716,Suzuki Wagon R 2016,Islamabad,"2016 135,000 km Petrol 660 cc Automatic",,,8,1,suzuki-wagon-r-fx-2-2016-145889639,/used-cars/suzuki-wagon-r-2016-for-sale-in-islamabad-11635716
11739229,Suzuki Alto 2016,Islamabad,"2016 121,000 km Petrol 660 cc Automatic",,,13,2,suzuki-alto-works-edition-2016-147460565,/used-cars/suzuki-alto-2016-for-sale-in-islamabad-11739229
11788112,Suzuki Alto 2022,Islamabad,"2022 40,000 km Petrol 660 cc Automatic",,,18,3,suzuki-alto-vxr-ags-2022-148210533,/used-cars/suzuki-alto-2022-for-sale-in-islamabad-11788112
11787187,Honda N Wgn 2014,Islamabad,"2014 165,000 km Petrol 660 cc Automatic",,,9,4,honda-n-wgn-custom-g-turbo-2014-148198547,/used-cars/honda-n-wgn-2014-for-sale-in-islamabad-11787187
11784231,Suzuki Wagon R 2023,Islamabad,"2023 44,000 km Petrol 660 cc Automatic",,,4,2,suzuki-wagon-r-hybrid-fz-2023-148153837,/used-cars/suzuki-wagon-r-2023-for-sale-in-islamabad-11784231
11651077,Daihatsu Mira 2011,Rawalpindi,"2011 100,000 km Petrol 660 cc Manual",,,7,1,daihatsu-mira-2011-146116606,/used-cars/daihatsu-mira-2011-for-sale-in-rawalpindi-11651077
11607567,Suzuki Every 2010,Islamabad,"2010 194,600 km Petrol 660 cc Automatic",M,6.7,14,4,suzuki-every-join-turbo-2010-145462905,/used-cars/suzuki-every-2010-for-sale-in-islamabad-11607567
11631974,Daihatsu Tanto 2012,Islamabad,"2012 74,000 km Petrol 660 cc Automatic",,,11,1,daihatsu-tanto-custom-x-limited-sa-iii-2012-145833878,/used-cars/daihatsu-tanto-2012-for-sale-in-islamabad-11631974
11785279,Suzuki Alto 2011,Islamabad,"2011 196,000 km Petrol 660 cc Automatic",,,14,4,suzuki-alto-e-2011-148169445,/used-cars/suzuki-alto-2011-for-sale-in-islamabad-11785279
11737086,Mitsubishi EK Wagon 2013,Rawalpindi,"2013 150,000 km Petrol 660 cc Automatic",,,16,4,mitsubishi-ek-wagon-e-10-2013-147427694,/used-cars/mitsubishi-ek-wagon-2013-for-sale-in-rawalpindi-11737086
11785382,Mitsubishi EK Wagon 2012,Islamabad,"2012 150,000 km Petrol 660 cc Automatic",,,10,2,mitsubishi-ek-wagon-limited-2-2012-148171051,/used-cars/mitsubishi-ek-wagon-2012-for-sale-in-islamabad-11785382
11782672,Daihatsu Move 2010,Islamabad,"2010 140,000 km Petrol 660 cc Manual",,,15,3,daihatsu-move-l-6-2015-148130211,/used-cars/daihatsu-move-2010-for-sale-in-islamabad-11782672
11782416,Honda N One 2013,Islamabad,"2013 165,000 km Petrol 660 cc Automatic",,,17,1,honda-none-premium-2-2013-148127019,/used-cars/honda-n-one-2013-for-sale-in-islamabad-11782416
11491161,Suzuki Alto 2014,Islamabad,"2014 165,600 km Petrol 660 cc Automatic",,,19,4,suzuki-alto-g-4-2014-148145621,/used-cars/suzuki-alto-2014-for-sale-in-islamabad-11491161
11783878,Daihatsu Mira 2013,Islamabad,"2013 105,000 km Petrol 660 cc Automatic",,,11,1,daihatsu-mira-g-smart-drive-package-2013-148149803,/used-cars/daihatsu-mira-2013-for-sale-in-islamabad-11783878
11781984,Suzuki Every 2012,Rawalpindi,"2012 112,331 km Petrol 660 cc Automatic",,,17,1,suzuki-every-join-turbo-2012-148120023,/used-cars/suzuki-every-2012-for-sale-in-rawalpindi-11781984
11722100,Suzuki Wagon R 2014,Islamabad,"2014 130,000 km Petrol 660 cc Automatic",,,11,3,suzuki-wagon-r-fx-2-2014-147196448,/used-cars/suzuki-wagon-r-2014-for-sale-in-islamabad-11722100
11784720,Suzuki Alto 2011,Islamabad,"2011 165,000 km Petrol 660 cc Automatic",,,9,1,suzuki-alto-g-4-2011-148162085,/used-cars/suzuki-alto-2011-for-sale-in-islamabad-11784720
11783136,Nissan Moco 2011,Rawalpindi,"2011 226,800 km Petrol 660 cc Automatic",,,6,2,nissan-moco-2011-148138526,/used-cars/nissan-moco-2011-for-sale-in-rawalpindi-11783136
11473653,Suzuki Alto 2014,Islamabad,"2014 81,000 km Petrol 660 cc Automatic",,,8,4,suzuki-alto-eco-s-2014-143430328,/used-cars/suzuki-alto-2014-for-sale-in-islamabad-11473653
11782791,Daihatsu Mira 2012,Rawalpindi,"2012 136,411 km Petrol 660 cc Automatic",,,7,3,daihatsu-mira-g-sa-2-2012-148131786,/used-cars/daihatsu-mira-2012-for-sale-in-rawalpindi-11782791
11782980,Suzuki Alto 2014,Islamabad,"2014 140,000 km Petrol 660 cc Automatic",,,20,2,suzuki-alto-eco-l-2014-148136300,/used-cars/suzuki-alto-2014-for-sale-in-islamabad-11782980
11596076,Daihatsu Move 2013,Islamabad,"2013 72,000 km Petrol 660 cc Automatic",,,9,1,daihatsu-move-rs-8-2013-145290220,/used-cars/daihatsu-move-2013-for-sale-in-islamabad-11596076
11522508,Mitsubishi EK Wagon 2014,Islamabad,"2014 138,000 km Petrol 660 cc Automatic",,,7,3,mitsubishi-ek-wagon-g-3-2014-144192268,/used-cars/mitsubishi-ek-wagon-2014-for-sale-in-islamabad-11522508
11781747,Suzuki Wagon R 2014,Islamabad,2014 29 km Petrol 660 cc Automatic,,,12,2,suzuki-wagon-r-fx-limited-2014-148116069,/used-cars/suzuki-wagon-r-2014-for-sale-in-islamabad-11781747
11782184,Suzuki Alto 2020,Rawalpindi,"2020 97,000 km Petrol 660 cc Automatic",,,17,4,suzuki-alto-vxl-2-2020-148123268,/used-cars/suzuki-alto-2020-for-sale-in-rawalpindi-11782184
11784330,Suzuki Alto 2015,Islamabad,"2015 123,000 km Petrol 660 cc Automatic",,,17,4,suzuki-alto-turbo-rs-2015-148156603,/used-cars/suzuki-alto-2015-for-sale-in-islamabad-11784330
11764632,Suzuki Wagon R 2011,Islamabad,"2011 154,000 km Petrol 660 cc Automatic",,,17,1,suzuki-wagon-r-stingray-limited-2011-147855346,/used-cars/suzuki-wagon-r-2011-for-sale-in-islamabad-11764632
11500865,Suzuki Alto 2024,Islamabad,"2024 16,585 km Petrol 660 cc Manual",M,9.4,20,4,suzuki-alto-vx-14-2024-143859337,/used-cars/suzuki-alto-2024-for-sale-in-islamabad-11500865
11729197,Suzuki Alto 2021,Islamabad,"2021 54,279 km Petrol 660 cc Automatic",,8.7,20,2,suzuki-alto-vxl-2-2021-147340039,/used-cars/suzuki-alto-2021-for-sale-in-islamabad-11729197
11646406,Suzuki Alto 2022,Rawalpindi,"2022 40,015 km Petrol 660 cc Automatic",M,8.9,15,2,suzuki-alto-vxl-2-2022-147382382,/used-cars/suzuki-alto-2022-for-sale-in-rawalpindi-11646406
11783348,Suzuki Alto 2025,Islamabad,"2025 40,000 km Petrol 660 cc Manual",,,7,1,suzuki-alto-vxr-2-2025-148141759,/used-cars/suzuki-alto-2025-for-sale-in-islamabad-11783348
11783498,Suzuki Alto Lapin 2019,Islamabad,"2019 103,000 km Petrol 660 cc Automatic",,,13,2,suzuki-alto-lapin-g-5-2019-148144168,/used-cars/suzuki-alto-lapin-2019-for-sale-in-islamabad-11783498
11781914,Suzuki Alto 2023,Islamabad,"2023 29,000 km Petrol 660 cc Automatic",,,13,2,suzuki-alto-vxl-2-2023-148118423,/used-cars/suzuki-alto-2023-for-sale-in-islamabad-11781914
11782287,Suzuki Alto 2024,Islamabad,"2024 49,000 km Petrol 660 cc Manual",,,6,4,suzuki-alto-vxr-2-2024-148125273,/used-cars/suzuki-alto-2024-for-sale-in-islamabad-11782287
11780447,Suzuki Alto 2010,Rawalpindi,"2010 10,000 km Petrol 660 cc Automatic",,,15,2,suzuki-alto-vxr-2-2010-148097839,/used-cars/suzuki-alto-2010-for-sale-in-rawalpindi-11780447
11780438,Nissan Clipper 2014,Islamabad,"2014 100,000 km Petrol 660 cc Automatic",,,5,4,nissan-clipper-2014-148097683,/used-cars/nissan-clipper-2014-for-sale-in-islamabad-11780438
11778515,Mitsubishi Minicab 2010,Rawalpindi,"2010 250,000 km Petrol 660 cc Automatic",,,10,1,mitsubishi-minicab-bravo-g-66-2010-148067971,/used-cars/mitsubishi-minicab-2010-for-sale-in-rawalpindi-11778515
11777476,Daihatsu Esse 2010,Islamabad,"2010 90,000 km Petrol 660 cc Automatic",,,10,3,daihatsu-esse-custom-3-2010-148050181,/used-cars/daihatsu-esse-2010-for-sale-in-islamabad-11777476
11777020,Daihatsu Hijet 2014,Rawalpindi,"2014 150,000 km Petrol 660 cc Automatic",,,16,3,daihatsu-hijet-van-cruise-turbo-2014-148042777,/used-cars/daihatsu-hijet-2014-for-sale-in-rawalpindi-11777020
11780087,Suzuki Every 2013,Rawalpindi,"2013 200,000 km Petrol 660 cc Automatic",,,15,3,suzuki-every-wagon-jp-2013-148092675,/used-cars/suzuki-every-wagon-2013-for-sale-in-rawalpindi-11780087
11780612,Mazda Carol 2011,Islamabad,"2011 110,000 km Petrol 660 cc Automatic",,,9,1,mazda-carol-xs-5-2011-148100321,/used-cars/mazda-carol-2011-for-sale-in-islamabad-11780612
11779942,Daihatsu Mira 2011,Islamabad,"2011 200,000 km Petrol 660 cc Automatic",,,13,4,daihatsu-mira-l-10-2011-148236154,/used-cars/daihatsu-mira-2011-for-sale-in-islamabad-11779942
11222377,Suzuki Wagon R 2010,Islamabad,"2010 179,950 km Petrol 660 cc Automatic",,,18,2,suzuki-wagon-r-stingray-limited-2010-139457263,/used-cars/suzuki-wagon-r-2010-for-sale-in-islamabad-11222377
11689376,Suzuki Wagon R 2014,Islamabad,"2014 110,000 km Petrol 660 cc Automatic",,,13,1,suzuki-wagon-r-fx-2-2014-148076649,/used-cars/suzuki-wagon-r-2014-for-sale-in-islamabad-11689376
11778463,Daihatsu Move 2014,Islamabad,"2014 142,000 km Petrol 660 cc Automatic",,,11,3,daihatsu-move-custom-g-2014-148066152,/used-cars/daihatsu-move-2014-for-sale-in-islamabad-11778463
11770268,Daihatsu Mira ES 2011,Islamabad,"2011 175,000 km Petrol 660 cc Automatic",,,16,2,daihatsu-mira-es-2011-147938496,/used-cars/daihatsu-mira-2011-for-sale-in-islamabad-11770268
11780004,Daihatsu Move 2013,Islamabad,"2013 98,000 km Petrol 660 cc Automatic",,,16,3,daihatsu-move-x-5-2013-148131164,/used-cars/daihatsu-move-2013-for-sale-in-islamabad-11780004
11780963,Suzuki Alto 2019,Islamabad,"2019 100,000 km Petrol 660 cc Manual",,,13,1,suzuki-alto-vxr-2-2019-148105047,/used-cars/suzuki-alto-2019-for-sale-in-islamabad-11780963
11777970,Suzuki Wagon R 2012,Islamabad,"2012 137,000 km Petrol 660 cc Automatic",,,9,1,suzuki-wagon-r-2012-148058659,/used-cars/suzuki-wagon-r-2012-for-sale-in-islamabad-11777970
11778735,Suzuki Wagon R 2012,Rawalpindi,"2012 110,000 km Petrol 660 cc Automatic",,,5,4,suzuki-wagon-r-fx-limited-2012-148071847,/used-cars/suzuki-wagon-r-2012-for-sale-in-rawalpindi-11778735
